commit_id,author_id,author_experience_years,commit_date,files_modified,lines_added,lines_deleted,modules_affected_count,modules_affected,code_churn_ratio,is_hotspot_module,historical_bug_frequency,regression_time_hours,failure_probability_true,test_failed,test_fail_count
commit_003116,author_18,4.46,2024-05-01 09:00:00,22,11,2544,13,"Interconnect,GPIO_Controller,SPI_Interface,Cache_L2,Reset_Logic,Register_File,Control_Unit,ALU,UART_Controller,Data_Path,I2C_Interface,Cache_L1,Memory_Controller",0.3382,1,44,13.88,1.0,1,5
commit_003117,author_38,20.0,2024-01-26 01:00:00,42,2955,2757,15,"Control_Unit,AHB_Controller,Register_File,GPIO_Controller,ALU,I2C_Interface,SPI_Interface,Cache_L2,UART_Controller,Cache_L1,Memory_Controller,Reset_Logic,Data_Path,Interconnect,Clock_Domain",0.5332,1,43,16.83,1.0,1,4
commit_003118,author_27,6.88,2024-04-29 06:00:00,42,3397,1883,3,"Cache_L1,UART_Controller,AHB_Controller",0.5136,1,7,10.64,0.6212,0,0
commit_003119,author_18,0.0,2024-02-06 16:00:00,1,2780,901,10,"Control_Unit,Data_Path,UART_Controller,Cache_L2,ALU,Memory_Controller,Register_File,GPIO_Controller,Cache_L1,SPI_Interface",0.424,1,30,13.24,1.0,1,3
commit_003120,author_8,8.41,2024-02-04 18:00:00,39,3128,2019,2,"SPI_Interface,AHB_Controller",0.5072,1,4,10.07,0.5199,1,2
commit_003121,author_22,2.6,2024-06-21 05:00:00,19,1750,1268,4,"Control_Unit,Reset_Logic,Cache_L2,ALU",0.3764,0,17,9.76,0.7087,1,5
commit_003122,author_17,14.79,2024-06-13 02:00:00,21,4878,2893,2,"SPI_Interface,Memory_Controller",0.6085,1,10,11.08,0.6915,0,0
commit_003123,author_43,11.51,2024-06-28 03:00:00,3,4897,1764,4,"UART_Controller,Interconnect,Control_Unit,Cache_L1",0.5712,1,16,11.71,0.8038,1,1
commit_003124,author_24,9.74,2024-11-15 16:00:00,15,2812,1449,14,"Interconnect,Register_File,Data_Path,ALU,Memory_Controller,Cache_L2,Clock_Domain,UART_Controller,Reset_Logic,GPIO_Controller,I2C_Interface,Cache_L1,AHB_Controller,SPI_Interface",0.4601,1,47,15.6,1.0,1,4
commit_003125,author_42,5.96,2024-09-12 09:00:00,43,2494,1014,10,"Control_Unit,Cache_L2,I2C_Interface,SPI_Interface,Register_File,Cache_L1,Clock_Domain,GPIO_Controller,ALU,Reset_Logic",0.4123,0,36,13.12,1.0,1,5
commit_003126,author_23,3.05,2024-01-13 01:00:00,1,3215,1558,12,"Clock_Domain,GPIO_Controller,SPI_Interface,UART_Controller,I2C_Interface,Register_File,Control_Unit,ALU,Data_Path,Cache_L2,Cache_L1,AHB_Controller",0.4884,1,57,14.88,1.0,1,7
commit_003127,author_26,15.93,2024-01-31 05:00:00,16,2786,1853,9,"Cache_L1,GPIO_Controller,Interconnect,ALU,SPI_Interface,Memory_Controller,Cache_L2,Data_Path,I2C_Interface",0.4813,1,27,13.31,1.0,1,2
commit_003128,author_48,0.0,2024-07-25 03:00:00,30,1069,2307,5,"Control_Unit,AHB_Controller,ALU,Clock_Domain,Reset_Logic",0.4031,1,11,10.53,0.796,1,3
commit_003129,author_26,7.55,2024-10-30 12:00:00,35,1262,43,9,"SPI_Interface,UART_Controller,Memory_Controller,ALU,Control_Unit,I2C_Interface,Reset_Logic,Cache_L2,Cache_L1",0.207,1,21,10.57,0.8984,1,4
commit_003130,author_23,0.0,2024-08-06 00:00:00,12,3140,2167,13,"I2C_Interface,Register_File,AHB_Controller,Interconnect,Cache_L2,Control_Unit,ALU,Clock_Domain,Reset_Logic,SPI_Interface,GPIO_Controller,UART_Controller,Memory_Controller",0.5149,1,41,15.65,1.0,1,7
commit_003131,author_39,8.51,2024-09-22 01:00:00,45,2753,527,14,"Memory_Controller,AHB_Controller,Reset_Logic,Control_Unit,Register_File,I2C_Interface,Clock_Domain,Interconnect,Data_Path,UART_Controller,Cache_L2,SPI_Interface,GPIO_Controller,Cache_L1",0.3961,1,41,14.96,1.0,1,2
commit_003132,author_42,13.98,2024-07-03 02:00:00,47,2031,2507,7,"I2C_Interface,AHB_Controller,Control_Unit,Interconnect,Data_Path,Reset_Logic,Cache_L1",0.4758,1,26,12.26,1.0,1,3
commit_003133,author_21,6.55,2024-08-02 05:00:00,34,3365,1987,12,"SPI_Interface,Memory_Controller,Data_Path,UART_Controller,Cache_L1,Clock_Domain,Register_File,Cache_L2,Interconnect,ALU,GPIO_Controller,Control_Unit",0.517,1,30,15.17,1.0,1,6
commit_003134,author_44,7.06,2024-06-19 15:00:00,29,1730,2414,6,"Register_File,Cache_L2,GPIO_Controller,Data_Path,Control_Unit,Clock_Domain",0.4532,0,21,11.53,0.772,1,4
commit_003135,author_44,11.04,2024-08-31 01:00:00,3,342,1170,2,"UART_Controller,Interconnect",0.2322,1,4,7.32,0.4148,0,0
commit_003136,author_3,9.15,2024-11-29 20:00:00,48,553,2761,7,"AHB_Controller,Control_Unit,Cache_L1,GPIO_Controller,Interconnect,SPI_Interface,Cache_L2",0.3986,1,14,11.49,0.7384,1,3
commit_003137,author_6,0.12,2024-05-25 20:00:00,11,2512,1477,13,"Cache_L2,GPIO_Controller,Register_File,Memory_Controller,Reset_Logic,I2C_Interface,AHB_Controller,UART_Controller,Cache_L1,Control_Unit,Interconnect,SPI_Interface,Clock_Domain",0.4438,1,43,14.94,1.0,1,6
commit_003138,author_41,1.53,2024-07-30 11:00:00,15,451,1491,4,"I2C_Interface,Cache_L2,Data_Path,GPIO_Controller",0.2797,0,10,8.8,0.5711,0,0
commit_003139,author_15,15.21,2024-08-02 02:00:00,2,4334,829,13,"Control_Unit,UART_Controller,GPIO_Controller,Clock_Domain,I2C_Interface,Data_Path,Reset_Logic,Memory_Controller,Register_File,Cache_L1,ALU,AHB_Controller,Cache_L2",0.508,1,51,15.58,1.0,1,7
commit_003140,author_43,8.61,2024-01-08 12:00:00,2,146,1089,12,"SPI_Interface,AHB_Controller,Control_Unit,Reset_Logic,Cache_L2,Register_File,Data_Path,I2C_Interface,ALU,Memory_Controller,UART_Controller,Clock_Domain",0.1981,1,47,11.98,1.0,1,3
commit_003141,author_22,6.99,2024-05-03 21:00:00,21,2574,379,11,"SPI_Interface,Data_Path,Cache_L2,UART_Controller,Control_Unit,I2C_Interface,ALU,Memory_Controller,Reset_Logic,Interconnect,Register_File",0.3713,1,44,13.21,1.0,1,4
commit_003142,author_38,10.24,2024-03-11 18:00:00,18,1234,2117,7,"Memory_Controller,GPIO_Controller,Cache_L1,SPI_Interface,Clock_Domain,Cache_L2,UART_Controller",0.4013,1,20,11.51,0.931,1,2
commit_003143,author_41,13.88,2024-04-23 14:00:00,39,3484,1933,2,"Register_File,Clock_Domain",0.52,0,5,10.2,0.2876,1,4
commit_003144,author_25,10.61,2024-02-26 09:00:00,33,3031,2011,14,"Reset_Logic,Memory_Controller,I2C_Interface,Control_Unit,SPI_Interface,Interconnect,Cache_L1,Register_File,Data_Path,ALU,GPIO_Controller,Cache_L2,Clock_Domain,UART_Controller",0.5021,1,40,16.02,1.0,1,7
commit_003145,author_41,1.18,2024-07-05 06:00:00,4,4185,251,13,"Data_Path,Register_File,UART_Controller,Cache_L2,Cache_L1,Clock_Domain,I2C_Interface,ALU,SPI_Interface,AHB_Controller,Interconnect,Control_Unit,Reset_Logic",0.4701,1,44,15.2,1.0,1,5
commit_003146,author_49,2.38,2024-08-21 21:00:00,19,2962,928,9,"Memory_Controller,Cache_L2,Data_Path,Control_Unit,Clock_Domain,Interconnect,AHB_Controller,Register_File,Reset_Logic",0.4376,1,38,12.88,1.0,1,3
commit_003147,author_36,11.94,2024-03-09 10:00:00,37,2137,2148,2,"UART_Controller,I2C_Interface",0.4615,0,9,9.61,0.3815,1,3
commit_003148,author_47,4.69,2024-10-19 18:00:00,43,3773,621,11,"Interconnect,ALU,GPIO_Controller,Memory_Controller,Reset_Logic,Clock_Domain,Control_Unit,UART_Controller,Cache_L1,Cache_L2,SPI_Interface",0.4677,1,40,14.18,1.0,1,7
commit_003149,author_5,7.9,2024-06-27 04:00:00,19,3777,832,7,"SPI_Interface,Interconnect,Cache_L2,GPIO_Controller,UART_Controller,Register_File,ALU",0.4797,1,18,12.3,0.939,0,0
commit_003150,author_7,7.87,2024-03-16 23:00:00,39,3385,1773,8,"Cache_L1,Control_Unit,Reset_Logic,Interconnect,Cache_L2,Data_Path,AHB_Controller,SPI_Interface",0.5078,1,29,13.08,1.0,1,3
commit_003151,author_31,16.63,2024-09-26 13:00:00,30,4446,1592,5,"Reset_Logic,ALU,Control_Unit,GPIO_Controller,AHB_Controller",0.547,1,13,11.97,0.6215,0,0
commit_003152,author_1,8.91,2024-10-14 22:00:00,9,463,1613,1,SPI_Interface,0.2934,0,1,7.43,0.2407,0,0
commit_003153,author_28,10.43,2024-03-15 00:00:00,2,4605,2973,3,"Interconnect,Cache_L2,GPIO_Controller",0.6025,1,14,11.52,0.8242,1,4
commit_003154,author_10,5.4,2024-09-11 18:00:00,12,2558,881,14,"AHB_Controller,Control_Unit,Data_Path,SPI_Interface,Clock_Domain,Memory_Controller,GPIO_Controller,Cache_L1,Reset_Logic,Cache_L2,I2C_Interface,Interconnect,ALU,UART_Controller",0.4075,1,51,15.08,1.0,1,4
commit_003155,author_43,10.36,2024-07-23 15:00:00,34,2506,613,11,"Memory_Controller,Interconnect,Data_Path,I2C_Interface,Cache_L2,AHB_Controller,SPI_Interface,Cache_L1,Clock_Domain,Control_Unit,Register_File",0.3842,1,37,13.34,1.0,1,5
commit_003156,author_17,9.13,2024-10-20 03:00:00,6,4476,1200,14,"Control_Unit,ALU,Memory_Controller,I2C_Interface,UART_Controller,GPIO_Controller,Data_Path,AHB_Controller,Cache_L1,Register_File,SPI_Interface,Reset_Logic,Clock_Domain,Interconnect",0.5317,1,49,16.32,1.0,1,7
commit_003157,author_37,18.55,2024-01-23 15:00:00,32,1107,1083,3,"I2C_Interface,UART_Controller,Clock_Domain",0.3046,0,9,8.55,0.4633,0,0
commit_003158,author_42,8.74,2024-01-11 13:00:00,39,1823,252,7,"Cache_L2,ALU,Cache_L1,Register_File,SPI_Interface,Memory_Controller,Control_Unit",0.2933,1,31,10.43,1.0,1,5
commit_003159,author_8,6.72,2024-02-17 04:00:00,48,2966,166,2,"UART_Controller,Clock_Domain",0.3851,0,1,8.85,0.2847,0,0
commit_003160,author_37,2.86,2024-03-09 03:00:00,10,1901,1594,5,"Cache_L2,Data_Path,Interconnect,Cache_L1,I2C_Interface",0.4114,1,20,10.61,0.9566,1,5
commit_003161,author_1,7.61,2024-11-11 15:00:00,10,2807,975,5,"ALU,Cache_L1,Memory_Controller,Register_File,Cache_L2",0.4307,1,14,10.81,0.781,1,7
commit_003162,author_16,3.52,2024-09-28 16:00:00,3,3950,2906,8,"UART_Controller,Cache_L1,GPIO_Controller,Register_File,Clock_Domain,Data_Path,AHB_Controller,SPI_Interface",0.5783,1,17,13.78,0.9881,1,3
commit_003163,author_28,11.63,2024-01-18 02:00:00,28,1205,1477,7,"Interconnect,UART_Controller,Reset_Logic,Control_Unit,Register_File,ALU,GPIO_Controller",0.3491,1,25,10.99,1.0,1,3
commit_003164,author_39,11.76,2024-06-07 07:00:00,13,2550,1652,4,"Cache_L2,GPIO_Controller,Register_File,Interconnect",0.4566,1,10,10.57,0.632,1,5
commit_003165,author_33,12.45,2024-07-22 11:00:00,39,2625,775,9,"Cache_L2,SPI_Interface,I2C_Interface,Clock_Domain,Memory_Controller,AHB_Controller,Data_Path,Register_File,Reset_Logic",0.4048,1,23,12.55,0.9411,1,6
commit_003166,author_21,7.66,2024-02-27 15:00:00,43,2644,305,3,"Control_Unit,ALU,Register_File",0.371,0,8,9.21,0.4835,0,0
commit_003167,author_25,13.93,2024-05-28 14:00:00,45,256,2199,5,"GPIO_Controller,UART_Controller,Clock_Domain,Register_File,Memory_Controller",0.3293,1,11,9.79,0.6169,1,7
commit_003168,author_11,4.84,2024-02-25 15:00:00,37,3583,2528,13,"ALU,AHB_Controller,GPIO_Controller,Memory_Controller,Cache_L1,Interconnect,Cache_L2,I2C_Interface,Clock_Domain,Reset_Logic,SPI_Interface,Register_File,Control_Unit",0.55,1,42,16.0,1.0,1,7
commit_003169,author_38,20.0,2024-11-25 04:00:00,6,3302,2275,2,"I2C_Interface,Reset_Logic",0.5273,0,8,10.27,0.4617,1,1
commit_003170,author_15,3.04,2024-08-19 08:00:00,50,2629,2321,11,"GPIO_Controller,Reset_Logic,I2C_Interface,Control_Unit,Memory_Controller,UART_Controller,Clock_Domain,SPI_Interface,Data_Path,Cache_L2,AHB_Controller",0.4975,1,40,14.47,1.0,1,6
commit_003171,author_23,14.34,2024-10-07 10:00:00,14,1385,1210,10,"Interconnect,Control_Unit,AHB_Controller,I2C_Interface,ALU,Memory_Controller,Cache_L1,SPI_Interface,Register_File,Cache_L2",0.3417,1,38,12.42,1.0,1,6
commit_003172,author_6,5.59,2024-09-24 17:00:00,50,1083,27,5,"ALU,Interconnect,GPIO_Controller,Cache_L2,SPI_Interface",0.1817,1,15,8.32,0.6975,1,5
commit_003173,author_38,3.03,2024-08-06 23:00:00,11,322,2467,5,"Cache_L2,Reset_Logic,Control_Unit,Data_Path,Interconnect",0.3581,1,23,10.08,1.0,1,2
commit_003174,author_49,12.12,2024-11-05 14:00:00,45,3014,2082,2,"GPIO_Controller,Clock_Domain",0.5048,0,4,10.05,0.2147,0,0
commit_003175,author_30,0.0,2024-10-24 08:00:00,20,2638,1512,3,"Clock_Domain,AHB_Controller,Reset_Logic",0.4536,1,17,10.04,0.9136,1,4
commit_003176,author_15,12.15,2024-07-30 17:00:00,25,2353,2345,3,"Register_File,SPI_Interface,UART_Controller",0.4844,0,5,10.34,0.4113,0,0
commit_003177,author_46,8.83,2024-11-06 15:00:00,21,80,253,7,"SPI_Interface,Reset_Logic,Clock_Domain,Cache_L2,Memory_Controller,Control_Unit,UART_Controller",0.0624,1,26,8.12,1.0,1,1
commit_003178,author_15,9.41,2024-04-30 20:00:00,1,629,2948,3,"ALU,I2C_Interface,GPIO_Controller",0.417,0,6,9.67,0.2601,0,0
commit_003179,author_47,9.0,2024-11-04 00:00:00,37,2639,2577,13,"Register_File,GPIO_Controller,Control_Unit,ALU,Reset_Logic,Memory_Controller,AHB_Controller,UART_Controller,Clock_Domain,Cache_L1,Data_Path,Interconnect,SPI_Interface",0.5106,1,41,15.61,1.0,1,2
commit_003180,author_29,5.65,2024-05-28 06:00:00,21,3492,2294,4,"Clock_Domain,Memory_Controller,Interconnect,Reset_Logic",0.5364,1,24,11.36,1.0,1,3
commit_003181,author_25,13.66,2024-01-14 08:00:00,31,4945,2921,14,"Clock_Domain,Register_File,ALU,Cache_L1,Control_Unit,AHB_Controller,SPI_Interface,Reset_Logic,Data_Path,GPIO_Controller,UART_Controller,Cache_L2,Memory_Controller,I2C_Interface",0.6114,1,42,17.11,1.0,1,7
commit_003182,author_4,5.81,2024-11-26 11:00:00,17,4274,307,4,"I2C_Interface,Control_Unit,Data_Path,ALU",0.4781,0,16,10.78,0.6644,0,0
commit_003183,author_24,13.54,2024-07-16 22:00:00,41,3672,2381,9,"SPI_Interface,UART_Controller,Register_File,Data_Path,GPIO_Controller,Control_Unit,Cache_L1,I2C_Interface,Memory_Controller",0.5476,1,23,13.98,1.0,1,2
commit_003184,author_44,0.66,2024-05-23 10:00:00,26,1874,1370,1,ALU,0.3935,0,7,8.43,0.4093,0,0
commit_003185,author_18,4.57,2024-01-17 21:00:00,7,561,948,1,GPIO_Controller,0.2318,0,6,6.82,0.3153,1,7
commit_003186,author_1,6.13,2024-12-12 10:00:00,3,4259,2162,1,ALU,0.5622,0,3,10.12,0.2583,0,0
commit_003187,author_25,0.0,2024-12-26 17:00:00,13,4585,2223,4,"Clock_Domain,Register_File,UART_Controller,Data_Path",0.5766,0,15,11.77,0.6683,1,1
commit_003188,author_28,13.82,2024-09-15 16:00:00,41,3259,2201,11,"UART_Controller,I2C_Interface,Reset_Logic,Clock_Domain,Cache_L1,Data_Path,Memory_Controller,Cache_L2,ALU,Interconnect,Control_Unit",0.522,1,39,14.72,1.0,1,4
commit_003189,author_31,4.26,2024-01-24 01:00:00,14,4931,229,15,"I2C_Interface,GPIO_Controller,Control_Unit,Clock_Domain,UART_Controller,SPI_Interface,Register_File,Reset_Logic,AHB_Controller,Interconnect,Memory_Controller,Cache_L2,Data_Path,ALU,Cache_L1",0.5079,1,50,16.58,1.0,1,1
commit_003190,author_38,10.94,2024-05-05 10:00:00,30,2227,268,12,"Reset_Logic,UART_Controller,GPIO_Controller,Control_Unit,Memory_Controller,SPI_Interface,AHB_Controller,Clock_Domain,Data_Path,I2C_Interface,Cache_L1,Interconnect",0.3329,1,47,13.33,1.0,1,2
commit_003191,author_39,10.4,2024-10-13 08:00:00,15,533,316,3,"Cache_L1,Reset_Logic,SPI_Interface",0.1452,0,10,6.95,0.4383,0,0
commit_003192,author_27,4.56,2024-04-24 15:00:00,25,2238,141,4,"ALU,Cache_L2,Cache_L1,Clock_Domain",0.3224,0,15,9.22,0.5996,1,6
commit_003193,author_50,6.27,2024-06-14 02:00:00,15,2871,37,5,"AHB_Controller,GPIO_Controller,Cache_L1,Cache_L2,I2C_Interface",0.3677,1,15,10.18,0.7817,1,1
commit_003194,author_15,9.48,2024-06-21 04:00:00,24,2482,1740,10,"ALU,Data_Path,AHB_Controller,Clock_Domain,GPIO_Controller,UART_Controller,Reset_Logic,Cache_L2,Register_File,SPI_Interface",0.4578,1,23,13.58,1.0,1,1
commit_003195,author_23,0.8,2024-03-30 02:00:00,41,3783,1814,3,"Cache_L2,Register_File,Control_Unit",0.5282,0,12,10.78,0.5853,1,1
commit_003196,author_26,0.0,2024-08-08 13:00:00,6,616,2375,13,"GPIO_Controller,Cache_L1,I2C_Interface,ALU,Memory_Controller,Clock_Domain,Interconnect,Register_File,SPI_Interface,Cache_L2,AHB_Controller,UART_Controller,Data_Path",0.3743,1,41,14.24,1.0,1,7
commit_003197,author_17,6.43,2024-06-22 06:00:00,3,3292,1024,13,"Interconnect,Clock_Domain,Reset_Logic,Register_File,ALU,GPIO_Controller,Control_Unit,UART_Controller,Memory_Controller,AHB_Controller,I2C_Interface,SPI_Interface,Data_Path",0.4633,1,54,15.13,1.0,1,7
commit_003198,author_23,8.65,2024-07-31 07:00:00,37,751,274,8,"Reset_Logic,Cache_L1,Interconnect,AHB_Controller,Register_File,Cache_L2,Control_Unit,Data_Path",0.1701,1,30,9.7,1.0,1,1
commit_003199,author_20,3.39,2024-03-31 02:00:00,25,3873,2650,7,"Register_File,Reset_Logic,GPIO_Controller,AHB_Controller,Control_Unit,Interconnect,Data_Path",0.5661,1,22,13.16,1.0,1,4
commit_003200,author_41,1.17,2024-10-31 21:00:00,19,4048,655,12,"Interconnect,Data_Path,AHB_Controller,SPI_Interface,Cache_L1,GPIO_Controller,Cache_L2,UART_Controller,Memory_Controller,I2C_Interface,Clock_Domain,Register_File",0.4847,1,45,14.85,1.0,1,1
commit_003201,author_3,8.6,2024-03-04 12:00:00,37,116,121,9,"I2C_Interface,UART_Controller,Register_File,Interconnect,Data_Path,SPI_Interface,Cache_L2,Cache_L1,ALU",0.0453,1,23,8.95,1.0,1,5
commit_003202,author_37,6.89,2024-12-24 01:00:00,39,290,1851,2,"GPIO_Controller,Control_Unit",0.2998,0,5,8.0,0.3535,1,6
commit_003203,author_34,0.0,2024-12-05 07:00:00,35,4720,2236,10,"Cache_L2,Clock_Domain,GPIO_Controller,UART_Controller,Memory_Controller,ALU,Cache_L1,I2C_Interface,Control_Unit,Interconnect",0.5818,1,41,14.82,1.0,1,3
commit_003204,author_12,0.24,2024-03-18 05:00:00,37,420,319,2,"Control_Unit,SPI_Interface",0.1288,0,8,6.29,0.3839,0,0
commit_003205,author_20,16.01,2024-07-24 02:00:00,19,4953,2717,9,"Memory_Controller,Data_Path,AHB_Controller,Cache_L2,UART_Controller,Cache_L1,Interconnect,GPIO_Controller,SPI_Interface",0.6054,1,35,14.55,1.0,1,7
commit_003206,author_21,13.08,2024-02-23 15:00:00,9,1240,1335,8,"UART_Controller,AHB_Controller,Cache_L1,Interconnect,Control_Unit,ALU,Register_File,Memory_Controller",0.3399,1,35,11.4,1.0,1,1
commit_003207,author_2,7.45,2024-04-10 10:00:00,41,299,664,12,"SPI_Interface,Cache_L1,UART_Controller,GPIO_Controller,Reset_Logic,AHB_Controller,Memory_Controller,Control_Unit,Clock_Domain,Data_Path,Register_File,ALU",0.1615,1,38,11.61,1.0,1,3
commit_003208,author_18,12.64,2024-12-27 16:00:00,29,821,634,12,"Control_Unit,I2C_Interface,Cache_L1,SPI_Interface,Memory_Controller,AHB_Controller,ALU,Data_Path,Cache_L2,UART_Controller,Reset_Logic,GPIO_Controller",0.2254,1,35,12.25,1.0,1,1
commit_003209,author_2,8.66,2024-03-07 16:00:00,1,3461,1148,15,"Register_File,Cache_L1,Data_Path,SPI_Interface,UART_Controller,I2C_Interface,Control_Unit,ALU,Clock_Domain,Memory_Controller,AHB_Controller,Reset_Logic,GPIO_Controller,Cache_L2,Interconnect",0.4797,1,50,16.3,1.0,1,7
commit_003210,author_50,2.26,2024-08-21 05:00:00,18,1343,2124,2,"ALU,UART_Controller",0.4095,0,4,9.09,0.3218,0,0
commit_003211,author_13,1.52,2024-05-17 16:00:00,49,1143,2577,2,"AHB_Controller,I2C_Interface",0.4266,1,9,9.27,0.7579,0,0
commit_003212,author_33,2.5,2024-12-02 20:00:00,37,596,906,6,"Cache_L1,Cache_L2,UART_Controller,Interconnect,Clock_Domain,Data_Path",0.231,1,20,9.31,0.8236,1,6
commit_003213,author_42,8.83,2024-01-08 03:00:00,50,3656,1675,14,"Data_Path,AHB_Controller,GPIO_Controller,Memory_Controller,ALU,Register_File,Control_Unit,Cache_L1,UART_Controller,Reset_Logic,Cache_L2,SPI_Interface,Clock_Domain,I2C_Interface",0.516,1,44,16.16,1.0,1,5
commit_003214,author_35,8.92,2024-08-21 15:00:00,39,4661,1606,15,"Interconnect,UART_Controller,Memory_Controller,I2C_Interface,SPI_Interface,Control_Unit,AHB_Controller,GPIO_Controller,Cache_L1,Reset_Logic,Register_File,Cache_L2,Clock_Domain,Data_Path,ALU",0.5562,1,51,17.06,1.0,1,6
commit_003215,author_9,0.0,2024-08-27 04:00:00,8,3000,1056,6,"Memory_Controller,I2C_Interface,Cache_L1,AHB_Controller,Reset_Logic,Interconnect",0.4479,1,22,11.48,1.0,1,5
commit_003216,author_47,10.74,2024-08-28 20:00:00,43,4206,263,4,"Cache_L1,Cache_L2,Clock_Domain,UART_Controller",0.472,0,13,10.72,0.6379,1,5
commit_003217,author_37,11.73,2024-11-03 04:00:00,17,376,2912,15,"Clock_Domain,AHB_Controller,ALU,I2C_Interface,SPI_Interface,Cache_L2,Control_Unit,Register_File,GPIO_Controller,Memory_Controller,Data_Path,Reset_Logic,Interconnect,Cache_L1,UART_Controller",0.3967,1,40,15.47,1.0,1,6
commit_003218,author_5,8.68,2024-10-20 02:00:00,25,3394,285,6,"Clock_Domain,Cache_L2,GPIO_Controller,I2C_Interface,SPI_Interface,Control_Unit",0.4239,0,16,11.24,0.6476,1,1
commit_003219,author_39,5.63,2024-04-22 13:00:00,40,1307,1229,2,"AHB_Controller,GPIO_Controller",0.3365,1,5,8.37,0.4644,0,0
commit_003220,author_30,11.39,2024-07-25 15:00:00,5,3445,1315,1,UART_Controller,0.4877,0,2,9.38,0.3477,0,0
commit_003221,author_20,11.97,2024-05-05 06:00:00,5,2679,2461,9,"ALU,Interconnect,GPIO_Controller,Control_Unit,Cache_L2,I2C_Interface,Data_Path,Cache_L1,SPI_Interface",0.5069,1,26,13.57,1.0,1,6
commit_003222,author_39,0.22,2024-02-24 10:00:00,46,337,64,9,"Interconnect,Reset_Logic,Cache_L2,UART_Controller,Memory_Controller,Cache_L1,ALU,Control_Unit,Register_File",0.0742,1,28,9.24,1.0,1,2
commit_003223,author_49,9.98,2024-10-23 10:00:00,47,2462,590,11,"UART_Controller,GPIO_Controller,Control_Unit,Clock_Domain,Cache_L1,ALU,I2C_Interface,Cache_L2,Register_File,SPI_Interface,Memory_Controller",0.379,1,35,13.29,1.0,1,2
commit_003224,author_22,7.7,2024-07-26 17:00:00,20,4077,402,6,"I2C_Interface,Control_Unit,Interconnect,Clock_Domain,Cache_L1,Reset_Logic",0.4725,1,21,11.73,1.0,1,1
commit_003225,author_25,5.24,2024-09-04 01:00:00,45,2065,938,8,"Control_Unit,Memory_Controller,Register_File,Data_Path,ALU,Cache_L2,Interconnect,AHB_Controller",0.3752,1,33,11.75,1.0,1,6
commit_003226,author_40,3.87,2024-02-02 00:00:00,15,671,96,5,"GPIO_Controller,Reset_Logic,Cache_L2,ALU,Interconnect",0.133,1,14,7.83,0.7449,1,6
commit_003227,author_42,12.0,2024-07-21 15:00:00,38,3142,885,1,Cache_L1,0.4461,0,1,8.96,0.1547,0,0
commit_003228,author_38,13.86,2024-10-12 20:00:00,50,335,1263,15,"AHB_Controller,SPI_Interface,Reset_Logic,UART_Controller,GPIO_Controller,I2C_Interface,ALU,Clock_Domain,Interconnect,Control_Unit,Cache_L2,Cache_L1,Memory_Controller,Register_File,Data_Path",0.2422,1,67,13.92,1.0,1,6
commit_003229,author_19,1.81,2024-04-24 13:00:00,23,2337,489,3,"Data_Path,Reset_Logic,UART_Controller",0.3611,0,6,9.11,0.3669,0,0
commit_003230,author_45,10.63,2024-04-04 11:00:00,44,943,1543,5,"Cache_L1,Register_File,ALU,I2C_Interface,Reset_Logic",0.3321,0,20,9.82,0.7755,0,0
commit_003231,author_15,12.16,2024-10-08 15:00:00,28,3641,1084,3,"GPIO_Controller,I2C_Interface,Cache_L2",0.4859,0,9,10.36,0.4448,1,2
commit_003232,author_49,12.65,2024-02-27 16:00:00,39,1796,2497,6,"UART_Controller,ALU,SPI_Interface,AHB_Controller,Memory_Controller,Register_File",0.462,1,12,11.62,0.7036,1,7
commit_003233,author_16,4.97,2024-03-15 05:00:00,4,4638,2341,5,"UART_Controller,Memory_Controller,GPIO_Controller,Control_Unit,Cache_L1",0.5826,1,10,12.33,0.6788,0,0
